ID,Area,Perim.,Major,Minor,Circ.,Feret,MinFeret,AR,Round,Solidity,spore
650,201,58.284,20.383,12.556,0.744,21.024,13.52,1.623,0.616,0.885,1
651,167,48.284,18.092,11.753,0.9,18.788,12.659,1.539,0.65,0.92,1
652,200,53.698,20.578,12.375,0.872,21.401,13.2,1.663,0.601,0.939,1
653,209,66.77,24.491,10.865,0.589,24.515,12.33,2.254,0.444,0.846,1
654,138,44.627,15.426,11.39,0.871,17.029,12.494,1.354,0.738,0.908,1
655,359,79.841,28.847,15.845,0.708,31.828,18.741,1.821,0.549,0.876,1
656,153,46.627,17.682,11.017,0.884,18.358,11.7,1.605,0.623,0.939,1
657,225,57.456,21.565,13.285,0.856,21.587,13.0,1.623,0.616,0.943,1
658,201,57.698,21.095,12.132,0.759,21.213,13.0,1.739,0.575,0.912,1
659,173,53.456,19.048,11.564,0.761,20.616,12.944,1.647,0.607,0.915,1
660,192,54.284,20.079,12.175,0.819,20.518,13.097,1.649,0.606,0.908,1
661,144,46.284,15.48,11.844,0.845,17.205,13.416,1.307,0.765,0.892,1
662,188,52.284,19.033,12.576,0.864,20.248,13.52,1.513,0.661,0.915,1
663,174,49.698,18.31,12.099,0.885,19.313,13.0,1.513,0.661,0.918,1
664,182,53.941,19.821,11.691,0.786,21.095,13.282,1.695,0.59,0.903,1
665,163,48.284,16.245,12.776,0.879,16.763,13.0,1.272,0.786,0.916,1
666,190,53.113,18.958,12.761,0.846,20.224,13.0,1.486,0.673,0.913,1
667,184,53.698,19.787,11.84,0.802,21.932,13.435,1.671,0.598,0.913,1
668,196,55.113,19.101,13.065,0.811,20.616,14.067,1.462,0.684,0.899,1
669,188,52.042,19.72,12.139,0.872,21.401,13.37,1.625,0.616,0.938,1
670,166,50.77,18.178,11.627,0.809,18.788,12.418,1.563,0.64,0.878,1
671,150,46.627,17.277,11.055,0.867,17.72,11.0,1.563,0.64,0.929,1
672,199,55.841,21.473,11.8,0.802,21.633,12.728,1.82,0.549,0.9,1
673,183,51.456,19.138,12.175,0.869,19.416,12.0,1.572,0.636,0.936,1
674,176,50.284,17.829,12.569,0.875,18.788,13.282,1.419,0.705,0.919,1
675,186,52.284,19.29,12.277,0.855,20.248,12.758,1.571,0.636,0.923,1
676,170,48.627,17.476,12.386,0.903,18.358,12.0,1.411,0.709,0.942,1
677,135,44.042,15.561,11.046,0.875,17.205,12.333,1.409,0.71,0.906,1
678,168,49.941,17.052,12.544,0.846,18.028,13.868,1.359,0.736,0.901,1
679,210,55.841,21.035,12.711,0.846,21.471,13.435,1.655,0.604,0.903,1
680,146,44.627,15.276,12.169,0.921,16.553,12.0,1.255,0.797,0.933,1
681,199,53.598,20.3,12.482,0.87,20.248,12.728,1.626,0.615,0.923,1
682,158,48.87,18.195,11.056,0.831,18.439,12.0,1.646,0.608,0.895,1
683,161,49.113,17.789,11.524,0.839,19.105,12.691,1.544,0.648,0.915,1
684,184,51.698,19.901,11.772,0.865,20.125,12.522,1.691,0.592,0.925,1
685,111,39.799,12.817,11.026,0.881,13.928,11.0,1.162,0.86,0.906,1
686,192,54.77,18.417,13.274,0.804,19.209,14.575,1.388,0.721,0.893,1
687,151,45.456,16.672,11.532,0.918,17.493,12.0,1.446,0.692,0.935,1
688,187,52.527,20.693,11.506,0.852,21.401,12.6,1.798,0.556,0.926,1
689,152,46.627,15.638,12.376,0.879,17.088,12.0,1.264,0.791,0.924,1
690,174,55.113,19.109,11.593,0.72,20.616,12.969,1.648,0.607,0.864,1
691,170,51.113,18.503,11.698,0.818,18.974,12.522,1.582,0.632,0.902,1
692,177,53.113,19.93,11.308,0.788,21.19,12.0,1.762,0.567,0.905,1
693,149,44.87,16.341,11.61,0.93,17.464,12.0,1.408,0.71,0.928,1
694,153,50.284,17.836,10.922,0.76,19.849,11.869,1.633,0.612,0.877,1
695,145,48.87,16.625,11.105,0.763,17.464,12.0,1.497,0.668,0.879,1
696,146,45.698,16.368,11.357,0.879,17.464,12.07,1.441,0.694,0.904,1
697,250,69.012,26.368,12.072,0.66,27.514,14.396,2.184,0.458,0.852,0
698,144,46.87,17.224,10.645,0.824,18.601,11.649,1.618,0.618,0.889,0
699,157,68.184,22.095,9.047,0.424,25.179,12.0,2.442,0.409,0.742,0
700,196,68.083,22.424,11.129,0.531,25.495,13.188,2.015,0.496,0.812,0
701,196,54.284,20.486,12.182,0.836,21.024,12.965,1.682,0.595,0.916,1
702,182,51.698,18.723,12.377,0.856,19.849,13.435,1.513,0.661,0.926,1
703,119,41.113,13.812,10.969,0.885,14.866,11.649,1.259,0.794,0.888,1
704,180,55.012,19.728,11.617,0.747,21.954,12.728,1.698,0.589,0.891,1
705,149,46.284,16.628,11.409,0.874,17.464,12.0,1.457,0.686,0.906,1
706,185,51.698,18.856,12.492,0.87,20.0,13.899,1.509,0.663,0.911,1
707,160,48.87,17.407,11.703,0.842,18.788,12.0,1.487,0.672,0.92,1
708,175,51.698,18.515,12.035,0.823,20.0,12.969,1.538,0.65,0.921,1
709,192,52.77,18.951,12.9,0.866,19.849,13.435,1.469,0.681,0.904,1
710,196,53.355,19.695,12.671,0.865,20.248,13.435,1.554,0.643,0.91,1
711,191,54.527,19.129,12.713,0.807,20.616,13.667,1.505,0.665,0.907,1
712,195,53.698,19.68,12.616,0.85,20.396,13.0,1.56,0.641,0.915,1
713,315,82.669,35.0,11.459,0.579,34.886,12.969,3.054,0.327,0.848,0
714,215,56.77,20.661,13.249,0.838,21.541,13.864,1.559,0.641,0.907,1
715,170,50.042,18.644,11.61,0.853,20.0,12.813,1.606,0.623,0.932,1
716,164,48.284,18.383,11.359,0.884,18.868,11.8,1.618,0.618,0.929,1
717,173,54.77,18.612,11.835,0.725,20.616,12.6,1.573,0.636,0.887,1
718,185,50.77,18.725,12.579,0.902,19.235,13.435,1.489,0.672,0.907,1
719,201,54.527,20.328,12.59,0.85,20.809,13.548,1.615,0.619,0.918,1
720,337,85.983,37.435,11.462,0.573,35.805,13.0,3.266,0.306,0.83,0
721,150,46.042,16.949,11.268,0.889,17.493,11.837,1.504,0.665,0.926,1
722,187,53.941,21.148,11.259,0.808,22.825,12.6,1.878,0.532,0.914,1
723,339,95.983,26.932,16.027,0.462,27.857,19.314,1.68,0.595,0.781,1
724,169,49.113,18.368,11.715,0.88,19.416,12.728,1.568,0.638,0.923,1
725,219,57.355,21.459,12.994,0.837,22.672,14.142,1.651,0.606,0.905,1
726,152,45.698,15.608,12.399,0.915,16.401,13.119,1.259,0.794,0.913,1
727,190,52.77,20.504,11.799,0.857,20.809,12.728,1.738,0.575,0.913,1
728,204,59.598,24.914,10.425,0.722,24.839,11.714,2.39,0.418,0.881,1
729,164,49.698,17.858,11.693,0.834,19.105,13.119,1.527,0.655,0.894,1
730,197,55.941,21.552,11.638,0.791,22.672,13.313,1.852,0.54,0.9,1
731,175,50.527,18.619,11.967,0.861,18.601,12.907,1.556,0.643,0.9,1
732,150,45.698,16.827,11.35,0.903,17.692,12.021,1.483,0.675,0.904,1
733,165,48.284,17.716,11.859,0.889,19.209,12.728,1.494,0.669,0.93,1
734,162,49.941,20.55,10.037,0.816,21.26,10.607,2.047,0.488,0.91,1
735,186,65.255,22.82,10.378,0.549,24.759,12.932,2.199,0.455,0.812,0
736,145,45.698,16.408,11.251,0.873,17.205,12.021,1.458,0.686,0.915,1
737,202,54.527,19.736,13.032,0.854,20.616,14.311,1.514,0.66,0.896,1
738,180,51.113,18.513,12.379,0.866,19.698,13.0,1.495,0.669,0.907,1
739,229,71.841,21.781,13.387,0.558,25.456,16.263,1.627,0.615,0.806,1
740,242,61.698,22.152,13.909,0.799,23.409,15.0,1.593,0.628,0.895,0
741,339,83.841,34.892,12.37,0.606,34.54,14.437,2.821,0.355,0.846,0
742,158,50.77,17.013,11.824,0.77,18.601,12.728,1.439,0.695,0.878,0
743,156,47.698,16.63,11.944,0.862,17.493,12.758,1.392,0.718,0.907,1
744,162,47.456,16.382,12.591,0.904,17.464,13.0,1.301,0.769,0.926,1
745,181,53.113,20.586,11.195,0.806,21.471,12.387,1.839,0.544,0.898,1
746,169,50.042,18.729,11.489,0.848,18.974,12.0,1.63,0.613,0.923,1
747,179,50.284,18.494,12.324,0.89,19.209,13.184,1.501,0.666,0.925,1
748,191,56.87,20.432,11.902,0.742,20.881,12.0,1.717,0.583,0.907,1
749,172,50.527,18.152,12.064,0.847,19.235,12.728,1.505,0.665,0.903,1
750,158,46.87,17.023,11.818,0.904,17.804,12.691,1.44,0.694,0.916,1
751,181,53.113,19.746,11.671,0.806,21.095,12.903,1.692,0.591,0.894,1
752,171,51.113,19.16,11.364,0.823,20.0,12.728,1.686,0.593,0.898,1
753,179,53.698,19.022,11.981,0.78,19.723,12.589,1.588,0.63,0.899,1
754,154,49.941,19.286,10.167,0.776,20.0,11.314,1.897,0.527,0.885,1
755,178,55.113,21.131,10.725,0.736,23.431,12.0,1.97,0.508,0.899,1
756,188,54.527,21.656,11.053,0.795,22.204,11.869,1.959,0.51,0.902,1
757,179,53.355,20.061,11.361,0.79,21.095,12.691,1.766,0.566,0.895,1
758,141,44.284,15.668,11.458,0.904,16.643,12.0,1.367,0.731,0.919,1
759,207,55.456,20.286,12.992,0.846,21.024,13.0,1.561,0.64,0.928,1
760,108,40.385,12.006,11.453,0.832,14.213,11.0,1.048,0.954,0.919,0
761,142,45.113,14.027,12.889,0.877,15.264,13.864,1.088,0.919,0.893,0
762,127,42.627,16.292,9.925,0.878,17.804,11.2,1.642,0.609,0.924,0
763,160,47.698,18.454,11.039,0.884,19.209,12.021,1.672,0.598,0.909,1
764,171,50.184,18.643,11.678,0.853,19.416,12.021,1.596,0.626,0.917,1
765,177,51.355,19.262,11.7,0.843,19.849,12.676,1.646,0.607,0.892,1
766,161,49.698,18.162,11.287,0.819,19.416,12.075,1.609,0.621,0.904,1
767,296,77.497,32.568,11.572,0.619,31.906,12.821,2.814,0.355,0.852,0
768,208,60.184,19.559,13.54,0.722,21.401,15.092,1.444,0.692,0.858,0
769,193,55.113,20.342,12.08,0.798,22.361,13.859,1.684,0.594,0.904,0
770,113,44.042,16.833,8.547,0.732,18.439,9.985,1.969,0.508,0.859,0
771,153,50.527,17.382,11.207,0.753,18.788,12.348,1.551,0.645,0.874,0
772,145,45.698,16.071,11.488,0.873,17.493,12.582,1.399,0.715,0.898,1
773,162,51.113,18.724,11.016,0.779,19.849,12.522,1.7,0.588,0.883,0
774,147,45.941,17.353,10.786,0.875,17.804,11.314,1.609,0.622,0.894,1
775,163,50.87,19.074,10.881,0.792,19.313,11.642,1.753,0.57,0.901,1
776,109,41.456,14.539,9.546,0.797,15.811,11.094,1.523,0.657,0.865,1
777,165,47.941,17.513,11.996,0.902,17.889,12.728,1.46,0.685,0.907,1
778,247,64.77,18.958,16.589,0.74,20.809,18.308,1.143,0.875,0.865,0
779,300,72.669,29.904,12.773,0.714,29.411,13.435,2.341,0.427,0.89,0
780,153,48.284,17.171,11.345,0.825,19.209,12.728,1.514,0.661,0.905,1
781,136,42.87,14.964,11.572,0.93,15.811,12.0,1.293,0.773,0.925,1
782,429,84.326,25.841,21.138,0.758,30.265,23.0,1.222,0.818,0.896,0
783,137,44.284,16.424,10.621,0.878,17.493,11.314,1.546,0.647,0.916,1
784,178,53.456,20.183,11.229,0.783,20.616,11.642,1.797,0.556,0.904,1
785,175,52.284,18.99,11.734,0.804,19.698,13.0,1.618,0.618,0.902,1
786,110,39.456,12.967,10.801,0.888,14.422,11.7,1.201,0.833,0.898,1
787,188,53.698,19.985,11.978,0.819,21.541,12.854,1.668,0.599,0.915,1
788,166,51.456,19.111,11.059,0.788,19.647,11.741,1.728,0.579,0.895,1
789,203,56.77,20.422,12.657,0.792,20.809,13.864,1.614,0.62,0.91,1
790,155,45.698,16.83,11.726,0.933,17.493,12.6,1.435,0.697,0.92,0
791,104,37.799,12.212,10.843,0.915,13.416,11.0,1.126,0.888,0.916,1
792,162,48.284,17.108,12.057,0.873,18.358,12.969,1.419,0.705,0.915,1
793,186,53.941,20.834,11.367,0.803,21.471,12.442,1.833,0.546,0.903,1
794,158,47.698,17.271,11.648,0.873,18.028,12.494,1.483,0.674,0.911,1
795,149,45.213,16.112,11.774,0.916,17.493,12.0,1.368,0.731,0.943,1
796,194,52.87,19.412,12.724,0.872,20.248,13.0,1.526,0.655,0.933,1
797,203,57.113,19.321,13.377,0.782,20.248,14.0,1.444,0.692,0.894,1
798,148,47.456,18.301,10.296,0.826,18.439,10.0,1.777,0.563,0.931,1
799,174,50.527,19.02,11.648,0.856,20.0,12.728,1.633,0.612,0.909,1
800,131,44.284,16.283,10.243,0.839,17.117,11.0,1.59,0.629,0.891,1
801,177,53.941,20.477,11.005,0.764,21.378,12.0,1.861,0.537,0.889,1
802,106,38.042,12.044,11.206,0.92,13.416,11.767,1.075,0.93,0.898,0
803,125,43.799,13.41,11.869,0.819,15.62,12.0,1.13,0.885,0.883,1
804,139,44.87,14.569,12.148,0.868,16.279,13.0,1.199,0.834,0.897,1
805,187,50.284,18.817,12.653,0.929,19.416,12.0,1.487,0.672,0.949,1
806,183,53.941,21.275,10.952,0.79,21.26,11.628,1.943,0.515,0.904,1
807,190,56.527,19.597,12.345,0.747,20.396,14.0,1.587,0.63,0.864,1
808,152,46.284,16.934,11.429,0.892,17.889,12.728,1.482,0.675,0.921,1
809,372,89.255,36.897,12.837,0.587,35.355,13.0,2.874,0.348,0.894,0
810,163,49.456,17.707,11.721,0.837,18.974,12.0,1.511,0.662,0.906,1
811,199,55.355,20.728,12.224,0.816,21.471,13.416,1.696,0.59,0.892,1
812,154,48.042,16.17,12.126,0.838,17.692,13.0,1.334,0.75,0.89,1
813,183,51.941,18.449,12.63,0.852,19.416,13.743,1.461,0.685,0.908,1
814,188,52.527,19.01,12.592,0.856,20.1,13.0,1.51,0.662,0.913,1
815,157,48.87,15.071,13.264,0.826,16.643,13.914,1.136,0.88,0.9,1
816,185,52.284,18.733,12.574,0.85,19.313,13.504,1.49,0.671,0.905,1
817,165,51.941,16.083,13.063,0.769,17.464,14.643,1.231,0.812,0.866,0
818,184,52.77,19.944,11.747,0.83,20.591,12.548,1.698,0.589,0.898,1
819,278,72.184,26.738,13.238,0.67,26.926,14.0,2.02,0.495,0.881,1
820,203,54.284,20.222,12.782,0.866,20.881,13.0,1.582,0.632,0.938,1
821,168,50.042,18.123,11.803,0.843,18.439,12.0,1.535,0.651,0.923,1
822,410,86.912,29.4,17.756,0.682,31.321,20.798,1.656,0.604,0.864,0
823,199,54.77,18.447,13.735,0.834,19.235,15.205,1.343,0.745,0.879,1
824,213,59.941,21.43,12.655,0.745,22.825,13.741,1.693,0.591,0.916,1
825,159,47.698,17.402,11.633,0.878,18.439,12.728,1.496,0.669,0.911,1
826,177,51.698,18.696,12.054,0.832,19.235,12.969,1.551,0.645,0.915,1
827,141,46.284,15.238,11.781,0.827,16.125,12.225,1.293,0.773,0.881,1
828,147,45.698,15.74,11.891,0.885,16.971,12.728,1.324,0.755,0.916,1
829,102,38.87,12.155,10.684,0.848,13.601,11.523,1.138,0.879,0.861,0
830,163,48.527,17.702,11.724,0.87,18.601,12.481,1.51,0.662,0.908,1
831,103,38.627,12.476,10.512,0.867,13.892,11.0,1.187,0.843,0.9,1
832,124,41.456,13.956,11.313,0.907,14.866,12.0,1.234,0.811,0.902,1
833,186,53.113,18.169,13.034,0.829,20.0,14.311,1.394,0.717,0.912,1
834,201,54.184,20.678,12.377,0.86,20.809,13.016,1.671,0.599,0.907,1
835,137,43.941,15.196,11.479,0.892,15.811,12.292,1.324,0.755,0.884,1
836,136,45.698,16.489,10.502,0.818,17.72,11.884,1.57,0.637,0.886,1
837,288,65.598,19.629,18.681,0.841,21.401,19.516,1.051,0.952,0.9,0
838,160,47.456,17.716,11.499,0.893,19.105,12.728,1.541,0.649,0.936,1
839,182,53.941,16.912,13.702,0.786,19.416,15.0,1.234,0.81,0.901,0
840,146,46.385,15.736,11.813,0.853,17.804,12.0,1.332,0.751,0.942,0
841,199,57.598,20.267,12.502,0.754,21.401,13.743,1.621,0.617,0.879,1
842,185,55.213,19.468,12.099,0.763,20.809,12.0,1.609,0.621,0.941,1
843,218,57.456,20.84,13.319,0.83,21.541,13.0,1.565,0.639,0.938,1
844,179,50.284,18.151,12.556,0.89,18.868,13.728,1.446,0.692,0.92,1
845,170,49.698,18.774,11.529,0.865,19.925,12.0,1.628,0.614,0.919,1
846,158,48.042,15.19,13.244,0.86,16.401,13.0,1.147,0.872,0.916,1
847,168,49.698,17.454,12.255,0.855,18.601,13.205,1.424,0.702,0.911,1
848,180,53.456,20.21,11.34,0.792,21.19,11.963,1.782,0.561,0.916,1
